Header,GPSWeek,GPSTime,Heading,Pitch,Roll,gyrox,gyroy,gyroz,accx,accy,accz,Lattitude,Longitude,Altitude,Ve,Vn,Vu,V,NSV1,NSV2,Status,Age,Warming*Cs,
$GPCHC,2125,120465.8,53.71,1.21,9.07,1.43,-13.19,1.14,-0.1391,0.0187,0.8716,32.02894345,118.8576467,29.99,-0.75,-0.485,-0.094,0.893,26,21,41,1,2*78,
$GPCHC,2125,120466,53.71,0.6,10.46,0.48,-15.2,0.4,-0.2313,0.0134,1.2527,32.02894251,118.8576452,29.99,-0.666,-0.514,-0.122,0.842,26,21,41,1,2*49,
$GPCHC,2125,120466.4,53.97,-0.07,11.53,-0.54,-23.17,-0.53,-0.2099,-0.0013,1.0283,32.02894065,118.8576421,30,-0.758,-0.559,0.114,0.942,26,19,41,1,2*6E,
$GPCHC,2125,120466.6,54.36,0.55,3.17,-1.1,-13.11,1.8,-0.0558,0.0096,1.0075,32.02893971,118.8576406,29.99,-0.704,-0.542,0.028,0.888,25,18,41,1,2*71,
$GPCHC,2125,120466.8,54.02,-0.19,6.76,2.24,-8.01,3.41,-0.1087,-0.003,0.9177,32.02893877,118.857639,29.99,-0.742,-0.54,0.06,0.918,25,19,41,1,2*67,
$GPCHC,2125,120467,53.86,1.33,4.82,-0.57,-15.75,1.74,-0.083,0.0229,0.9839,32.02893784,118.8576375,29.99,-0.727,-0.533,0.088,0.902,25,18,41,1,2*7E,
$GPCHC,2125,120467.2,53.96,-1.86,6.85,-6.08,-18.38,0.63,-0.1301,-0.0355,1.0831,32.02893688,118.8576359,29.98,-0.732,-0.57,-0.098,0.928,25,18,41,1,2*59,
$GPCHC,2125,120467.4,53.83,0.9,8.57,-2.04,-16.77,1.35,-0.1521,0.0161,1.01,32.02893601,118.8576344,29.97,-0.726,-0.477,-0.059,0.869,25,19,41,1,2*50,
$GPCHC,2125,120467.6,53.83,-1.93,13.23,-2.81,-24.49,-0.67,-0.2696,-0.0397,1.1466,32.02893501,118.8576328,30,-0.771,-0.525,-0.048,0.933,25,19,41,0,2*4E,
$GPCHC,2125,120467.8,53.9,2.67,11.28,4.95,-11.62,0.33,-0.2143,0.0511,1.0742,32.02893407,118.8576312,29.99,-0.704,-0.508,-0.017,0.868,25,19,41,1,2*4F,
$GPCHC,2125,120468,53.64,-0.36,-1,-0.2,-11.23,0.38,0.0167,-0.006,0.9587,32.02893313,118.8576297,29.99,-0.721,-0.597,-0.093,0.936,24,18,41,1,2*57,
$GPCHC,2125,120468.2,53.83,-1.37,11.85,6.73,-13.62,1.89,-0.1515,-0.0177,0.7219,32.02893221,118.8576282,29.98,-0.689,-0.508,-0.062,0.856,23,18,41,1,2*44,
$GPCHC,2125,120468.6,53.89,1.03,10.11,-3.07,-7.89,0.44,-0.2068,0.0211,1.1595,32.02893036,118.8576252,29.98,-0.708,-0.516,-0.02,0.876,25,19,41,1,2*51,
$GPCHC,2125,120469,53.99,3.88,10.4,-0.81,-19.43,0.35,-0.2066,0.0777,1.1257,32.02892848,118.8576221,29.99,-0.766,-0.502,-0.009,0.916,25,19,41,1,2*64,
$GPCHC,2125,120469.2,54.34,0.77,13.17,1.72,-8.26,1.99,-0.2066,0.0121,0.8826,32.02892757,118.8576205,29.99,-0.765,-0.523,-0.078,0.926,25,19,41,1,2*76,
$GPCHC,2125,120469.4,54.06,2.92,14.22,-2.94,-15.35,1.1,-0.3105,0.0646,1.2258,32.02892664,118.8576189,29.99,-0.772,-0.497,0.01,0.918,25,21,41,1,2*41,
$GPCHC,2125,120469.8,53.71,3.34,12.84,-2.14,-11.34,5.49,-0.2067,0.0544,0.9071,32.02892477,118.8576159,30,-0.667,-0.518,-0.09,0.844,25,21,41,2,2*65,
$GPCHC,2125,120470,53.53,2.2,6.16,0.98,-0.61,3.54,-0.0859,0.0307,0.7967,32.02892388,118.8576145,29.99,-0.718,-0.507,-0.115,0.879,25,21,41,1,2*48,
$GPCHC,2125,120470.2,52.42,1.39,-0.18,5.51,0.69,0.7,0.0019,0.0139,0.5756,32.02892289,118.857613,30.01,-0.679,-0.535,0.027,0.864,24,21,41,1,2*4D,
$GPCHC,2125,120470.6,51.85,7.18,1.63,-8.42,-18.35,0.67,-0.0181,0.0805,0.6389,32.0289209,118.85761,30.03,-0.72,-0.549,0.049,0.905,25,21,41,1,2*70,
$GPCHC,2125,120470.8,51.85,10.35,7.34,1.4,-29.98,5.08,-0.0855,0.1222,0.6637,32.02891998,118.8576086,30.02,-0.728,-0.546,0.03,0.91,25,21,41,1,2*64,
$GPCHC,2125,120471,50.4,10.72,9.12,9.42,-0.43,12.7,-0.1105,0.1319,0.6883,32.02891896,118.8576072,30.03,-0.675,-0.582,0.127,0.892,25,21,41,1,2*6C,
$GPCHC,2125,120471.4,46.71,-0.35,-7.45,8.7,24.84,20.41,0.1634,-0.0077,1.249,32.02891687,118.8576049,30.03,-0.482,-0.568,0.105,0.745,24,19,41,1,2*41,
$GPCHC,2125,120471.6,46.71,0.75,-2.51,0.97,17.05,17.95,0.0479,0.0143,1.0935,32.02891582,118.8576039,30.03,-0.445,-0.63,0.071,0.771,24,19,41,0,2*4D,
$GPCHC,2125,120471.8,44.47,-2.45,-3,1.32,-9.16,15.53,0.0624,-0.051,1.1887,32.02891455,118.8576029,30.03,-0.452,-0.683,0.046,0.819,24,19,41,1,2*51,
$GPCHC,2125,120472,41.01,-2.52,-0.08,2.2,9.63,14.12,0.0014,-0.0471,1.0729,32.02891325,118.8576021,30.02,-0.389,-0.731,-0.06,0.828,24,19,41,1,2*50,
$GPCHC,2125,120472.2,34.14,-3.57,0.13,-5.58,-1.62,17.47,-0.0027,-0.0732,1.1718,32.02891198,118.8576013,30.02,-0.337,-0.751,-0.012,0.823,24,19,41,1,2*5B,
$GPCHC,2125,120472.6,26.76,-3.97,5.3,8.96,6.57,2.67,-0.115,-0.0864,1.2389,32.02890922,118.8576001,30,-0.239,-0.749,-0.041,0.787,26,20,41,0,2*68,
$GPCHC,2125,120472.8,26.25,-2.31,7.22,-7.21,-2.62,-1.35,-0.1647,-0.0529,1.3004,32.0289078,118.8575993,30.01,-0.395,-0.79,0.119,0.883,26,20,41,1,2*6C,
$GPCHC,2125,120473,25.78,2.45,-4.06,0.17,20.66,-3.65,0.1125,0.0682,1.5866,32.02890636,118.8575985,30,-0.373,-0.731,-0.033,0.821,26,19,41,1,2*7F,
$GPCHC,2125,120473.6,27.68,1.86,18.22,-1.91,-9.45,-6.2,-0.35,0.0364,1.0634,32.02890231,118.8575959,30,-0.407,-0.788,0.148,0.887,26,19,41,0,2*5C,
$GPCHC,2125,120473.8,29.02,0.3,14.22,-1.16,-4.31,-1.55,-0.2854,0.0061,1.126,32.02890098,118.8575948,30,-0.428,-0.723,0.146,0.841,26,19,41,1,2*5E,
$GPCHC,2125,120474.4,29.21,0.71,16.05,-0.02,-13.61,-3.52,-0.2848,0.0127,0.9898,32.02889681,118.857592,29.99,-0.502,-0.815,0.093,0.957,26,19,41,1,2*65,
$GPCHC,2125,120474.6,29.21,4.98,15.34,-0.32,-14.26,-0.5,-0.2578,0.085,0.9399,32.0288954,118.857591,29.99,-0.501,-0.803,0.052,0.946,26,19,41,1,2*6D,
$GPCHC,2125,120474.8,30.02,2.86,14.31,2.68,-15.68,1.26,-0.248,0.0502,0.9722,32.02889397,118.8575901,30.02,-0.481,-0.764,0.141,0.903,24,18,41,1,2*6A,
$GPCHC,2125,120475,29.99,2.91,13.6,3.31,-5.46,1.81,-0.237,0.0513,0.98,32.02889259,118.8575892,30.02,-0.382,-0.76,0.139,0.851,24,16,41,1,2*55,
$GPCHC,2125,120475.6,27.88,-2.53,5.95,-4.22,9.43,0.23,-0.094,-0.04,0.9013,32.02888838,118.8575865,30,-0.469,-0.783,0.049,0.912,25,22,41,0,2*6C,
$GPCHC,2125,120475.8,28.03,8,-2.87,-2.38,-1.12,0.63,0.0283,0.0795,0.5651,32.02888696,118.8575857,30,-0.35,-0.744,-0.011,0.822,25,22,41,1,2*67,
$GPCHC,2125,120476,27.1,3.29,-3.87,1.51,-2.5,0.31,0.044,0.0375,0.6509,32.02888552,118.8575848,30.01,-0.471,-0.86,0.067,0.981,25,22,41,1,2*60,
$GPCHC,2125,120476.2,27.32,-2.1,-1.36,6.29,-5.55,2.37,0.0185,-0.0287,0.7821,32.02888412,118.857584,30.01,-0.351,-0.754,-0.049,0.832,24,22,41,1,2*41,
$GPCHC,2125,120476.4,27.06,-2.27,6.94,-1.4,-14.71,2.03,-0.0917,-0.0301,0.7536,32.02888274,118.8575832,30.01,-0.401,-0.808,0.148,0.902,23,23,41,1,2*71,
$GPCHC,2125,120476.8,26.09,-0.27,13.61,-3.43,-11.08,1.44,-0.2785,-0.0057,1.1502,32.02887994,118.8575815,30.02,-0.393,-0.796,0.079,0.888,22,21,41,1,2*49,
$GPCHC,2125,120477,26.09,1.18,11.81,6.87,-4.18,-0.23,-0.1727,0.0174,0.8258,32.02887849,118.8575806,30.01,-0.423,-0.78,0.057,0.887,22,21,41,1,2*7F,
$GPCHC,2125,120477.2,25.83,5.53,14.92,4.36,-10.74,1.77,-0.2248,0.0845,0.8435,32.02887706,118.8575798,30,-0.437,-0.84,-0.053,0.947,22,22,41,1,2*4D,
$GPCHC,2125,120477.4,25.51,-0.4,15.26,2.07,-7.46,-2.08,-0.2632,-0.007,0.9649,32.0288756,118.857579,29.99,-0.375,-0.792,-0.112,0.877,24,21,41,1,2*59,
$GPCHC,2125,120477.6,25.51,2.02,12.51,5.94,-4.87,0.93,-0.2067,0.0337,0.9314,32.02887415,118.8575781,30.01,-0.434,-0.813,0.041,0.921,24,21,41,1,2*50,
$GPCHC,2125,120477.8,25.8,-1.44,5.57,7.69,-10.15,-2.92,-0.1138,-0.0294,1.1667,32.02887274,118.8575774,29.97,-0.371,-0.784,-0.214,0.867,24,21,41,1,2*5C,
$GPCHC,2125,120478,25.8,-1.91,7.95,-10.38,-14.87,-0.3,-0.1478,-0.0356,1.0591,32.02887127,118.8575765,30,-0.416,-0.827,0.08,0.926,24,21,41,1,2*62,
$GPCHC,2125,120478.4,26.69,1.51,13.53,-4.67,-3.19,-0.42,-0.3187,0.0359,1.3248,32.02886852,118.8575748,29.98,-0.447,-0.795,-0.178,0.912,25,21,41,1,2*74,
$GPCHC,2125,120478.6,26.44,-1.29,7.57,6.77,7.57,-0.41,-0.1845,-0.0314,1.388,32.02886706,118.8575739,29.97,-0.373,-0.791,-0.156,0.874,25,21,41,0,2*4B,
$GPCHC,2125,120478.8,26.36,-0.98,8,-6.29,-16.41,1.73,-0.2148,-0.0264,1.5295,32.02886563,118.8575731,29.98,-0.383,-0.79,0.003,0.878,24,21,41,1,2*7B,
$GPCHC,2125,120479,26.49,0.32,8.79,5.48,0.03,-0.73,-0.2359,0.0085,1.5244,32.02886418,118.8575722,29.98,-0.409,-0.815,-0.037,0.912,24,21,41,1,2*43,
$GPCHC,2125,120479.2,26.32,0.46,11.13,-9.92,-11.52,2.45,-0.3024,0.0125,1.5371,32.02886274,118.8575713,29.97,-0.395,-0.809,-0.062,0.9,24,21,41,1,2*61,
$GPCHC,2125,120479.6,26.29,2.23,14.23,-6.37,2.29,5.21,-0.3182,0.0504,1.2551,32.02885997,118.8575697,29.98,-0.367,-0.793,-0.05,0.874,26,21,41,1,2*78,
$GPCHC,2125,120479.8,26.15,-2.07,-3.42,3.75,37.22,4.65,0.0753,-0.0456,1.2619,32.02885854,118.8575689,29.99,-0.322,-0.776,-0.083,0.84,25,21,41,1,2*53,
$GPCHC,2125,120480.2,23.43,12.32,-15.72,-2.79,35.37,13.7,0.3275,0.264,1.1638,32.02885572,118.8575675,29.98,-0.327,-0.769,0.034,0.836,24,21,41,1,2*6D,
$GPCHC,2125,120480.4,23.43,6.32,-12.24,-0.65,-4.52,6.96,0.2327,0.1216,1.0729,32.02885431,118.8575671,29.98,-0.165,-0.785,0.078,0.802,26,21,41,1,2*7D,
$GPCHC,2125,120480.6,18.55,-2.97,-12.52,2.8,-18.4,6.9,0.2438,-0.0584,1.0981,32.02885283,118.8575667,29.98,-0.291,-0.888,0.157,0.935,26,21,41,1,2*62,
$GPCHC,2125,120481,17.21,-2.28,-8.29,-4.28,-3.18,6.22,0.1058,-0.0292,0.726,32.02884985,118.8575656,29.99,-0.258,-0.86,0.041,0.898,25,20,41,1,2*41,
$GPCHC,2125,120481.2,15.44,-0.44,5.32,4.42,-3.93,16.07,-0.0698,-0.0058,0.7493,32.02884841,118.8575652,29.98,-0.179,-0.771,0.037,0.792,24,20,41,1,2*5E,
$GPCHC,2125,120481.6,11.05,-2.92,5.98,-0.31,-9.61,12.57,-0.0979,-0.0479,0.9347,32.02884546,118.8575649,29.99,-0.031,-0.803,-0.055,0.804,25,21,41,1,2*57,
$GPCHC,2125,120481.8,11.05,-9.52,-4.6,-3.59,-17.09,1.14,0.056,-0.117,0.6951,32.02884399,118.8575647,29.99,-0.032,-0.758,0.09,0.759,25,21,41,1,2*72,
$GPCHC,2125,120482,8.51,0.11,-15.8,-2.66,-7.97,1.88,0.1482,0.001,0.5237,32.02884248,118.8575646,29.99,-0.008,-0.828,-0.055,0.828,25,21,41,1,2*6A,
$GPCHC,2125,120482.2,5.99,-3.38,-7.77,-9.76,-8.07,-4.04,0.0738,-0.0323,0.5413,32.02884085,118.8575644,29.99,-0.073,-0.933,-0.018,0.936,25,21,41,1,2*71,
$GPCHC,2125,120482.4,5.99,-4.79,-5.61,-0.83,7.13,-7.66,0.0539,-0.0463,0.5491,32.02883931,118.8575641,30,-0.117,-0.806,0.093,0.815,25,21,41,1,2*7B,
$GPCHC,2125,120482.6,6.6,-5.71,-12.96,7.37,16.86,-0.51,0.193,-0.086,0.8388,32.02883779,118.8575638,29.98,-0.178,-0.826,0.011,0.845,25,21,41,0,2*56,
$GPCHC,2125,120482.8,8.15,-7.68,-6.47,-1.63,17.03,-1.99,0.0968,-0.1158,0.8532,32.02883626,118.8575634,29.98,-0.151,-0.865,-0.127,0.878,25,21,41,1,2*64,
$GPCHC,2125,120483.2,8.04,-2.31,-2.3,0.18,14.09,0.17,0.0242,-0.0244,0.603,32.02883305,118.8575628,29.99,-0.172,-0.902,0.018,0.919,25,21,41,1,2*43,
$GPCHC,2125,120483.4,8.27,1.35,-16.51,3.21,5.6,-3.95,0.1593,0.0132,0.5374,32.02883146,118.8575625,29.99,-0.141,-0.863,0.083,0.874,26,23,41,1,2*63,
$GPCHC,2125,120483.8,8.02,-6.17,0.21,-4.57,-0.91,-0.92,-0.0029,-0.0846,0.782,32.02882831,118.8575619,29.98,-0.116,-0.861,-0.06,0.869,26,23,41,1,2*77,
$GPCHC,2125,120484,8.02,-0.99,-8.81,5.16,-2.86,-3.1,0.0774,-0.0088,0.4998,32.02882671,118.8575617,29.98,-0.108,-0.863,-0.054,0.869,25,23,41,1,2*5A,
$GPCHC,2125,120484.4,8.33,-2.99,-11.11,5.94,-1.24,-0.28,0.1043,-0.0283,0.5311,32.02882355,118.857561,29.99,-0.145,-0.877,-0.096,0.889,26,22,41,1,2*61,
$GPCHC,2125,120484.6,8.34,0.34,-2.41,1.05,10.72,-1.19,0.0313,0.0044,0.7432,32.02882193,118.8575608,30,-0.113,-0.884,0,0.891,26,22,41,1,2*6E,
$GPCHC,2125,120485,8.23,-8.8,-8.64,-1.55,22.7,0.39,0.1361,-0.1403,0.8959,32.02881874,118.8575601,29.97,-0.145,-0.874,-0.099,0.886,26,22,41,1,2*4C,
$GPCHC,2125,120485.2,8.24,-6.36,-13.09,2.46,3.43,-1.78,0.1435,-0.0706,0.6169,32.02881714,118.8575598,29.99,-0.185,-0.93,0.039,0.948,26,22,41,1,2*6C,
$GPCHC,2125,120485.4,8.21,-6.76,-7.25,1.93,12.88,-0.32,0.1251,-0.1175,0.9835,32.0288156,118.8575595,29.99,-0.116,-0.815,0.027,0.823,26,22,41,1,2*68,
$GPCHC,2125,120485.6,8.85,-7.6,-10.75,6.36,7.47,-1.41,0.1562,-0.1118,0.8228,32.02881402,118.8575591,30,-0.127,-0.906,-0.015,0.915,25,22,41,1,2*4F,
$GPCHC,2125,120485.8,8.84,-3.35,-10.19,3.32,3.09,-4.18,0.1779,-0.0589,0.9897,32.02881251,118.8575589,29.98,-0.206,-0.823,0.032,0.848,25,22,41,1,2*67,
$GPCHC,2125,120486,8.84,-2.35,-13.43,-2.46,4.6,-0.24,0.1999,-0.0352,0.837,32.02881086,118.8575586,29.99,-0.125,-0.905,0.154,0.913,25,22,41,1,2*43,
$GPCHC,2125,120486.2,8.18,-4.3,-5.92,-1.22,-0.11,0.68,0.0938,-0.0683,0.9044,32.02880932,118.8575583,29.99,-0.157,-0.865,-0.001,0.879,25,22,41,1,2*57,
$GPCHC,2125,120486.4,8.18,-2.52,-11.65,4.23,-2.16,-1.08,0.1941,-0.0423,0.9413,32.0288077,118.8575581,29.99,-0.114,-0.906,0.023,0.913,25,22,41,1,2*44,
$GPCHC,2125,120486.6,8.35,14.72,-0.4,-4.76,17.56,20.36,0.0089,0.3311,1.2604,32.02880614,118.8575578,29.98,-0.106,-0.848,-0.007,0.854,24,21,41,0,2*44,
$GPCHC,2125,120487,6.56,-0.4,-1.94,-1.53,-23.12,17.39,0.0366,-0.0075,1.0793,32.02880337,118.8575578,29.99,0.089,-0.779,0.096,0.785,23,21,41,1,2*50,
$GPCHC,2125,120487.4,358.45,-1.7,-0.36,-5.52,-2.67,-1.64,0.0044,-0.0209,0.7041,32.02880044,118.8575584,29.98,0.065,-0.948,-0.12,0.95,23,21,41,1,2*58,
$GPCHC,2125,120487.6,357.72,0.95,6.34,-5.33,-4.63,-2.66,-0.0847,0.0127,0.7629,32.02879887,118.8575584,29.98,0.026,-0.791,-0.139,0.791,23,22,41,1,2*5D,
$GPCHC,2125,120487.8,358.21,3.94,11.48,0.25,6.61,-2.85,-0.179,0.0619,0.8811,32.02879723,118.8575584,29.97,-0.039,-0.895,-0.133,0.896,23,22,41,1,2*46,
$GPCHC,2125,120488,358.64,5.5,14.19,4.62,-8.34,-1.71,-0.2124,0.0834,0.84,32.0287957,118.8575584,29.99,-0.036,-0.813,0.157,0.814,23,22,41,1,2*4A,
$GPCHC,2125,120488.2,358.61,-1.39,12.43,-9.04,-5.76,-3.76,-0.1356,-0.0153,0.6154,32.02879404,118.8575584,29.98,0.019,-0.994,-0.002,0.994,23,22,41,1,2*6D,
$GPCHC,2125,120488.6,358.67,1.84,4.92,2.47,14.05,0,-0.0674,0.0253,0.7826,32.02879094,118.8575585,30,0.019,-0.969,-0.013,0.97,24,22,41,0,2*45,
$GPCHC,2125,120488.8,358.48,-1.25,12.8,1.4,10.98,-2,-0.227,-0.0224,0.999,32.02878925,118.8575585,30,-0.021,-0.915,-0.126,0.916,24,22,41,1,2*7D,
$GPCHC,2125,120489,359.36,0.3,6.33,1.71,20.79,-0.78,-0.1346,0.0064,1.2147,32.02878762,118.8575585,30.01,-0.015,-0.99,0.076,0.991,24,22,41,1,2*6D,
$GPCHC,2125,120489.2,359.63,4.59,11.28,-3.48,-2.62,-3.43,-0.1388,0.057,0.6958,32.02878603,118.8575584,30.01,-0.025,-0.862,0.172,0.862,23,22,41,1,2*61,
$GPCHC,2125,120489.6,359.61,-2.56,-2.63,3.86,35.62,-2.23,0.0493,-0.048,1.0739,32.02878287,118.8575584,30,-0.007,-0.875,0.034,0.875,23,21,41,1,2*65,
$GPCHC,2125,120490,0.68,7.98,-13.57,-8,27.29,0.76,0.2583,0.1543,1.0701,32.02877974,118.8575582,30,-0.026,-0.867,0.062,0.867,23,21,41,1,2*58,
$GPCHC,2125,120490.4,1.12,1.7,-26.44,-1.3,11.92,4.3,0.485,0.0323,0.9752,32.02877657,118.857558,30.01,-0.033,-0.874,0.122,0.874,24,21,41,1,2*5B,
$GPCHC,2125,120490.6,1.55,-4.7,-24.93,-1.88,-5.04,3.86,0.346,-0.0675,0.7441,32.02877493,118.8575579,30.02,-0.031,-0.955,0.086,0.955,24,21,41,1,2*48,
$GPCHC,2125,120490.8,1.05,-6.59,-24.29,-2.53,1.94,-0.16,0.2717,-0.0763,0.6021,32.0287734,118.8575579,30.02,-0.023,-0.819,-0.025,0.819,24,21,41,1,2*6A,
$GPCHC,2125,120491,1.05,3.49,-27.76,0.29,2.52,1.79,0.4147,0.0543,0.788,32.02877175,118.8575578,30.02,-0.019,-0.864,-0.037,0.864,24,21,41,1,2*60,
$GPCHC,2125,120491.2,1.08,-6.86,-25.01,-6.74,5.16,-4.62,0.3241,-0.0923,0.6947,32.02877014,118.8575578,30.02,-0.026,-0.868,-0.035,0.868,24,20,41,1,2*6C,
$GPCHC,2125,120491.4,1.62,-2.25,-17.29,-4.99,1.62,-2.44,0.1849,-0.0244,0.5937,32.02876853,118.8575577,30.02,-0.052,-0.903,-0.028,0.904,25,20,41,1,2*6C,
$GPCHC,2125,120491.6,1.61,0.17,-5.85,0.91,-8.06,-0.26,0.0651,0.0019,0.6361,32.02876697,118.8575576,30.03,-0.021,-0.862,0.026,0.862,25,20,41,0,2*79,
$GPCHC,2125,120492,1.75,-2.46,-3.11,-9.77,-5.58,0.06,0.0303,-0.0241,0.5581,32.02876375,118.8575574,30.01,-0.077,-0.856,-0.075,0.859,24,20,41,1,2*5A,
$GPCHC,2125,120492.2,2.15,4.75,-0.58,1.16,0.7,-1.87,0.0062,0.0509,0.613,32.02876214,118.8575573,30.02,-0.012,-0.917,0.089,0.917,24,20,41,1,2*5A,
$GPCHC,2125,120492.6,3.28,-1.18,-7.21,-3.74,24.35,-4.21,0.1191,-0.0196,0.941,32.02875901,118.857557,30.04,-0.09,-0.878,0.014,0.882,24,20,41,0,2*40,
$GPCHC,2125,120492.8,3.28,-11.85,-20.93,1.34,0.15,-8.47,0.3081,-0.1809,0.8054,32.02875748,118.8575568,30.03,-0.123,-0.789,-0.14,0.799,23,20,41,1,2*71,
$GPCHC,2125,120493,5.58,-0.45,-7.73,7.8,-1.56,-3.29,0.0897,-0.0052,0.6611,32.028756,118.8575564,30.04,-0.212,-0.857,-0.013,0.883,23,18,41,1,2*55,
$GPCHC,2125,120493.2,6.85,1.66,-3.35,1.89,-0.05,-7.33,0.0353,0.0175,0.6038,32.0287545,118.8575562,30.04,-0.104,-0.78,-0.038,0.787,23,19,41,1,2*59,
$GPCHC,2125,120493.4,7.65,0.62,-7.52,-2.2,23.53,-1.95,0.1078,0.0089,0.8169,32.028753,118.8575558,30.04,-0.195,-0.79,0.062,0.814,24,20,41,1,2*47,
$GPCHC,2125,120493.6,7.65,-1.43,-24.54,-3.11,16.06,-2.52,0.4145,-0.025,0.908,32.02875139,118.8575555,30.04,-0.163,-0.935,0.29,0.949,24,20,41,0,2*77,
$GPCHC,2125,120493.8,8.65,-18.22,-28.7,-4.18,4.65,-1.84,0.4086,-0.2802,0.7464,32.02874991,118.8575551,30.03,-0.216,-0.746,-0.246,0.776,23,20,41,1,2*5F,
$GPCHC,2125,120494,9.88,-4.65,-15.04,0.44,-9.86,2.4,0.2023,-0.0634,0.7531,32.02874835,118.8575547,30.03,-0.182,-0.828,0.011,0.847,23,19,41,1,2*64,
$GPCHC,2125,120494.4,10.32,0.36,-7.03,1.59,-20.67,3.02,0.1193,0.0061,0.9672,32.0287452,118.857554,30.04,-0.148,-0.81,-0.053,0.824,25,20,41,1,2*7A,
$GPCHC,2125,120494.6,10.32,0.61,-6.3,-0.38,-38.55,5.7,0.1171,0.0114,1.0611,32.02874365,118.8575537,30.03,-0.19,-0.865,-0.191,0.886,24,20,41,0,2*53,
$GPCHC,2125,120494.8,8.76,3.58,-0.89,-3.95,-12.96,7.21,0.0187,0.0753,1.2045,32.02874213,118.8575535,30.04,-0.082,-0.871,-0.092,0.875,24,20,41,1,2*68,
$GPCHC,2125,120495,7.71,4.11,-4.02,-0.2,4.8,5.09,0.0601,0.0616,0.8545,32.02874063,118.8575533,30.03,-0.064,-0.847,-0.029,0.849,24,20,41,1,2*7F,
$GPCHC,2125,120495.4,6.21,-0.37,-16,-7.57,-3.78,3.84,0.1984,-0.0047,0.6919,32.02873753,118.8575529,30.02,-0.095,-0.806,0.01,0.812,24,20,41,1,2*45,
$GPCHC,2125,120495.6,6.21,-0.31,5.52,-4.31,-37.66,6.13,-0.0902,-0.005,0.9341,32.0287359,118.8575528,30.03,-0.096,-0.856,-0.101,0.861,24,20,41,0,2*6F,
$GPCHC,2125,120495.8,5.01,-0.15,10.55,-3.44,-10.38,6.98,-0.2233,-0.0031,1.1991,32.02873438,118.8575527,30.04,-0.042,-0.871,0.111,0.872,24,20,41,1,2*74,
$GPCHC,2125,120496,3.81,0.1,-0.97,-2.09,-6.69,1.67,0.0143,0.0015,0.8462,32.02873291,118.8575527,30.03,0.034,-0.762,-0.048,0.763,23,20,41,1,2*7B,
$GPCHC,2125,120496.2,2.76,0.45,5.51,-0.76,-2.46,3.19,-0.0656,0.0054,0.6796,32.02873128,118.8575526,30.05,-0.046,-0.896,0.043,0.897,23,20,41,1,2*7D,
$GPCHC,2125,120496.6,2.54,2.54,-6.32,-4.6,-15.96,2.7,0.0699,0.0281,0.6314,32.02872814,118.8575524,30.04,-0.076,-0.813,-0.129,0.816,25,19,41,0,2*68,
$GPCHC,2125,120496.8,2.54,-3.36,-0.13,-4.22,-35.52,1.68,0.0013,-0.0327,0.5572,32.02872654,118.8575523,30.03,-0.035,-0.852,-0.16,0.853,25,19,41,1,2*64,
$GPCHC,2125,120497,0.41,-4.18,14.24,-0.15,-26.95,-1.49,-0.2111,-0.0627,0.8317,32.02872492,118.8575524,30.05,0.054,-0.901,0.129,0.903,25,19,41,1,2*77,
$GPCHC,2125,120497.4,0.09,-5.45,10.74,2.53,-6.03,2.3,-0.1552,-0.0795,0.8182,32.02872179,118.8575524,30.02,-0.015,-0.871,-0.17,0.871,25,19,41,1,2*40,
$GPCHC,2125,120497.6,359.02,0.79,8.65,-5.84,-15.4,3.41,-0.163,0.015,1.071,32.02872014,118.8575524,30.06,0.069,-0.893,-0.033,0.895,24,19,41,0,2*41,
$GPCHC,2125,120497.8,359.02,0.69,5.74,-2.05,2.89,3.68,-0.0806,0.0096,0.8017,32.02871863,118.8575525,30.07,0.053,-0.852,0.151,0.854,23,19,41,1,2*78,
$GPCHC,2125,120498.2,357.6,4.06,-4.66,-12.33,-8.63,0.21,0.0399,0.0349,0.49,32.02871549,118.8575526,30.06,0.006,-0.853,0.008,0.853,23,19,41,1,2*62,
$GPCHC,2125,120498.8,356.35,-2.65,-3.22,1.17,-22.36,0.91,0.0414,-0.0341,0.7365,32.02871068,118.857553,30.05,0.041,-0.872,-0.118,0.873,22,19,41,1,2*60,
$GPCHC,2125,120499,356.24,4.06,-5.04,-7.52,-25,1.67,0.0514,0.0415,0.5822,32.02870906,118.857553,30.05,0.053,-0.906,0.042,0.908,22,19,41,1,2*66,
$GPCHC,2125,120499.2,355.75,-2.89,-8.27,-2.51,-18.68,-0.2,0.0936,-0.0328,0.6441,32.02870745,118.8575532,30.05,0.063,-0.948,0.013,0.951,22,19,41,1,2*44,
$GPCHC,2125,120499.4,356.36,-0.52,-2.4,4.87,-26.17,0.96,0.0349,-0.0075,0.8339,32.02870587,118.8575532,30.05,0.038,-0.836,-0.074,0.837,23,22,41,1,2*6B,
$GPCHC,2125,120499.6,356.19,-2.88,-9.3,-0.47,-16.47,0.76,0.125,-0.0389,0.7633,32.02870426,118.8575534,30.06,0.065,-0.923,0.11,0.925,22,22,41,0,2*6A,
$GPCHC,2125,120500,356.03,-2,-3.44,8.06,-19.59,-1.59,0.0511,-0.0297,0.85,32.02870103,118.8575536,30.07,0.074,-0.889,0.042,0.892,22,22,41,1,2*61,
